MMSI,BaseDateTime,LAT,LON,SOG,COG,Heading,VesselName,IMO,CallSign,VesselType,Status,Length,Width,Draft,Cargo,TranscieverClass;
367752540,2020-01-01T00:00:01,26.11133,-80.10614,0.0,-49.6,511.0,JUNGLE QUEEN IV,,WDI9827,60,0,23,8,,,B;
367719320,2020-01-01T00:00:14,25.75692,-80.14624,0.1,128.4,511.0,SEOUL MATE,,WDI6499,37,,,,,,B;
538008075,2020-01-01T00:00:18,29.91552,-85.72271,0.0,28.0,293.0,CINCH,IMO9336775,V7UR3,70,1,177,28,6.1,70,A;
538070696,2020-01-01T00:00:19,26.13437,-80.11903,0.0,-163.2,511.0,CASUAL WATER,,V7TF6,37,15,33,7,,0,B;
338151815,2020-01-01T00:00:23,29.91701,-81.30817,0.0,121.6,511.0,JOLLY MON,,,37,,,,,,B;
367626680,2020-01-01T00:00:45,33.97284,-118.45302,0.1,-141.3,511.0,TWEENER,,WDH5312,37,,31,,,,B;
367167020,2020-01-01T00:01:08,30.09534,-90.90880,0.0,163.7,511.0,EUGENIE,IMO9091260,WDF2441,31,12,29,9,,,B;
367581670,2020-01-01T00:00:04,33.80712,-88.51222,4.1,-68.5,340.0,BIG A,,WDG8847,31,2,30,10,,,A;
367304650,2020-01-01T00:00:03,61.22459,-149.90968,0.0,-188.6,511.0,GLACIER WIND,IMO8662593,WCX7679,31,0,19,7,,,B;
367456920,2020-01-01T00:00:08,38.63414,-82.86037,4.0,-54.7,352.0,MARY LUCY LANE,,WDF4889,31,0,40,11,,,B;
316018399,2020-01-01T00:00:04,45.55821,-73.52440,0.0,-197.1,212.0,OCEAN SERGE GENOIS,IMO9553907,,31,0,25,10,4.0,31,B;
367078250,2020-01-01T00:00:05,42.38775,-71.05793,0.0,-143.6,511.0,JASON REINAUER,IMO7437056,WDC7869,31,8,28,8,4.1,52,B;
366902120,2020-01-01T00:00:06,40.73701,-73.94513,1.1,-115.0,511.0,SARAH ANN,IMO8983117,WDF3387,31,0,23,7,,52,B;
367396670,2020-01-01T00:00:07,37.74150,-122.34879,0.1,191.9,511.0,Z-THREE,IMO9194153,WDE7712,31,0,28,9,3.5,52,B;
367699890,2020-01-01T00:00:10,38.78283,-75.12033,0.0,-112.0,511.0,J P VIRDEN,,WDI4560,,15,16,,,,B;
235076274,2020-01-01T00:00:08,28.34128,-94.42066,11.2,187.1,186.0,PARAMOUNT HAMILTON,IMO9426207,2CWB2,80,0,249,44,14.8,89,B;
367513180,2020-01-01T00:00:11,47.67993,-122.40821,0.0,202.8,290.0,OASIS,,WDG2200,37,,16,,,,B;
367524240,2020-01-01T00:00:10,30.38569,-91.32418,0.0,184.6,511.0,MON TA,,WDG3264,31,15,21,,,,B;
367167020,2020-01-01T00:00:00,30.09532,-90.90883,0.0,169.9,511.0,EUGENIE,IMO9091260,WDF2441,31,12,29,9,,,B;
367396520,2020-01-01T00:00:12,26.03546,-80.05052,8.0,183.2,183.0,CROSBY RAM,IMO9558115,WDH3316,31,0,28,9,3.6,0,B;
636016420,2020-01-01T00:00:03,32.35403,-123.65783,12.9,-159.0,255.0,WISTERIA ACE,IMO9355197,D5GC6,70,0,200,32,9.7,70,B;
367350750,2020-01-01T00:00:08,55.34596,-131.66175,0.0,-78.0,511.0,JENNIE B,IMO8851493,WRG2437,31,15,19,7,,31,B;
367008160,2020-01-01T00:00:11,29.67494,-91.22796,0.0,188.2,511.0,BASIN ENDEAVOR,,WCW3556,31,15,17,7,,31,B;
367174570,2020-01-01T00:00:12,56.81311,-132.96023,0.1,41.8,511.0,JALEO,,WRA9225,30,,8,3,,,B;
316019447,2020-01-01T00:00:05,49.11827,-123.16450,0.0,40.7,511.0,VIKING CAVALIER,IMO7803114,CFG7420,30,15,23,7,3.4,30,B;
316018605,2020-01-01T00:00:03,49.21633,-122.79769,3.7,-132.8,511.0,HARKEN NO 5,,,32,,,,,,B;
366854410,2020-01-01T00:00:05,28.96754,-95.28524,0.0,194.3,511.0,HMS VALOR,IMO9271171,WDH3445,90,0,56,14,3.3,71,B;
367561870,2020-01-01T00:00:06,29.76328,-95.10980,0.0,-109.1,278.0,SAVAGE DESTINY,,WDG6904,31,0,25,,,,B;
367063980,2020-01-01T00:00:07,29.82157,-93.33974,0.0,162.9,511.0,SALLY B,,WDI7864,90,0,29,7,,60,B;
367533290,2020-01-01T00:00:07,33.73451,-118.27071,0.0,-129.2,511.0,MARIE CHERAMIE,IMO8964862,WDG4131,90,0,49,13,3.1,70,B;
367547080,2020-01-01T00:00:08,35.08302,-90.14211,0.0,-68.1,511.0,MISS PAT,,WDG5477,31,15,14,,,,B;
367108460,2020-01-01T00:00:02,37.85806,-122.48080,0.0,4.3,511.0,DEFIANCE,,WDJ4899,37,15,25,5,,,A;
366988210,2020-01-01T00:00:07,40.64721,-89.61101,0.0,133.9,511.0,NANCY S,,WDC2118,31,15,15,5,,,B;
368090720,2020-01-01T00:00:07,30.72570,-88.04586,0.0,183.9,511.0,ADMIRAL,,WDK8086,31,0,21,8,-2.8,31,B;
366783820,2020-01-01T00:00:09,24.88962,-82.20017,2.7,193.6,511.0,MISS KATHI,,WCZ8756,30,15,20,,,,B;
316001731,2020-01-01T00:00:07,49.15517,-123.00660,0.1,14.8,63.0,ALISON NICOLE I,IMO7406681,CFC6672,31,0,22,7,2.9,32,B;
367633140,2020-01-01T00:00:10,47.64802,-122.33127,0.0,-71.6,511.0,LIFE OF RILEY,,WDH5953,37,,30,7,,,B;
367565660,2020-01-01T00:00:01,30.98900,-91.66179,1.1,-142.4,193.0,GABE GATTLE,,WDI8818,31,0,48,12,,31,B;
367373970,2020-01-01T00:00:01,32.71508,-117.17395,0.0,-49.6,82.0,CABRILLO,,WU2547,60,0,22,6,,,B;
367761610,2020-01-01T00:00:11,29.04284,-95.64233,0.0,-49.6,511.0,SERGEANT,,WDJ2776,31,0,7,,,,B;
367427670,2020-01-01T00:00:02,33.61069,-117.92580,0.0,-57.9,511.0,MAGNA CARTA,,WDF2350,37,0,23,6,,37,B;
367120020,2020-01-01T00:00:13,36.97102,-76.41535,0.0,-190.6,511.0,IAN NIGEL,IMO8132677,WDD2795,30,,24,7,,,B;
366838990,2020-01-01T00:00:06,47.57245,-122.35599,0.0,77.7,511.0,ISLAND CHIEF,IMO7619953,WDA7043,31,15,21,7,,,B;
367343460,2020-01-01T00:00:02,37.00863,-89.16495,0.0,34.5,130.0,MARK GLAAB,,WDE3734,31,0,21,9,,,A;
366904910,2020-01-01T00:00:01,46.49203,-84.42568,10.1,-178.2,231.0,KAYE E BARKER,IMO5097450,WCF3012,70,0,233,21,8.0,,B;
367072840,2020-01-01T00:00:12,29.56814,-90.72021,0.0,-147.4,220.0,KELLY MORRISON,IMO8216485,WDC7532,90,0,54,12,3.7,34,B;
367558650,2020-01-01T00:00:02,37.82832,-76.27946,0.0,-145.3,511.0,RAPPAHANNOCK,IMO8115710,WDG6592,30,0,58,12,3.5,,B;
368468000,2020-01-01T00:00:12,25.63113,-85.05714,9.3,-101.5,311.0,LOIS ANN L MORAN,IMO9415777,WDE9542,31,12,36,10,5.0,57,B;
367533780,2020-01-01T00:00:05,29.76182,-91.70074,6.2,-121.3,291.0,CAPT JERRY J WILTZ,,WDG4175,31,12,26,,,,B;
367593540,2020-01-01T00:00:14,26.71407,-80.04748,0.2,-131.1,2.0,MADCAP,IMO8745058,WDH2016,37,0,34,7,2.6,37,B;
367677560,2020-01-01T00:00:05,32.30481,-78.79358,14.5,-183.2,227.0,BAY STATE,IMO9698018,WBYQ,80,0,186,,,,B;
636015250,2020-01-01T00:00:09,28.30693,-96.04646,12.1,111.1,109.0,FPMC 29,IMO9581667,A8ZM8,80,0,183,32,13.2,,B;
366953920,2020-01-01T00:00:01,36.96217,-89.09499,0.0,-116.2,3.0,ALICE I HOOKER,,WDB8155,31,12,38,15,,,B;
367508280,2020-01-01T00:00:05,38.96591,-90.49417,5.7,63.7,72.0,SEKCO,,WDF9734,31,0,43,10,,31,B;
367650350,2020-01-01T00:00:19,29.07576,-89.68420,2.9,115.0,511.0,MISS ANGELEY,IMO8860327,WDH7662,30,,23,7,,,B;
339511000,2020-01-01T00:00:20,26.09725,-80.16316,0.0,-69.7,89.0,FAR NIENTE,,6YST8,,5,,,,,A;
257365000,2020-01-01T00:00:15,29.86258,-93.93682,0.0,71.0,41.0,STAR MAJESTY,IMO9355525,LAOE5,70,0,190,32,7.1,70,B;
367561330,2020-01-01T00:01:04,41.29799,-71.57605,9.1,85.0,511.0,NORTHEAST PILOT I,,WDG6849,60,15,16,,,,B;
367343230,2020-01-01T00:00:00,26.08246,-80.11612,0.0,198.0,267.0,ST JOHNS,IMO9188180,WCY2315,31,0,27,15,1.6,52,B;
636019186,2020-01-01T00:00:01,32.16140,-120.02415,11.9,-143.4,264.0,NAVIOS VEGA,IMO9403102,D5TI6,70,0,190,32,-12.5,70,B;
367703230,2020-01-01T00:00:05,37.90416,-87.31676,0.0,-49.6,511.0,CAPT ELROY,,WDI4901,31,15,12,,,,B;
367186070,2020-01-01T00:00:06,29.31204,-94.78596,0.0,-200.2,511.0,CAPT STOKES,IMO8964288,WDJ6330,60,15,40,7,2.1,,B;
338871000,2020-01-01T00:00:07,34.02187,-77.94736,0.0,-61.1,28.0,STEPHANIE DANN,IMO8968600,WCD9870,31,0,28,8,3.8,,B;
366937040,2020-01-01T00:00:08,34.46701,-88.35176,4.6,67.2,511.0,KRISTI P SMITH,,WDH3347,31,15,28,9,,31,B;
367382920,2020-01-01T00:00:10,25.78081,-80.18027,0.0,-154.0,24.0,CAPT JIMMY T MORAN,IMO9549968,WDE6653,31,0,26,10,,52,B;
367127110,2020-01-01T00:00:00,29.80178,-95.06503,0.6,-120.0,511.0,CHERYL K,,WDD3191,31,15,15,6,,31,B;
367699290,2020-01-01T00:00:02,38.32711,-85.65700,0.0,-49.6,511.0,KEVIN MICHAEL,,WDI4500,31,8,16,6,,,B;
367445570,2020-01-01T00:00:06,47.92275,-122.68469,0.0,-49.6,511.0,ALASKA QUEST,,WDF3915,60,0,20,5,,,B;
366829480,2020-01-01T00:00:07,29.95792,-90.15508,0.6,-173.6,511.0,BIG SAM,,WDF2961,31,0,21,7,,,B;
367082540,2020-01-01T00:00:01,26.76680,-80.04614,0.0,-166.5,511.0,POPS,,WDC8157,31,0,21,7,,52,B;
367364150,2020-01-01T00:00:05,37.04201,-88.53551,0.0,-49.6,511.0,JERRY MCNEIL,,WDE5262,31,15,45,10,,,B;
338341000,2020-01-01T00:00:03,34.14871,-119.20300,0.0,-71.8,268.0,HARVEY CHALLENGER,IMO9780835,WDI2331,90,5,60,,,,A;
366919210,2020-01-01T00:00:09,37.06673,-89.25386,1.4,-67.0,338.0,JO ANNE STEGBAUER,,WDJ5479,31,0,34,10,,31,B;
366976330,2020-01-01T00:00:06,41.72480,-87.53995,0.0,204.0,511.0,FLORIDA,,WK5561,31,15,10,13,0.0,31,B;
367436230,2020-01-01T00:00:07,37.66368,-122.37742,0.1,-190.5,179.0,TAURUS,IMO9550773,WDF3127,60,0,34,8,1.9,60,B;
366940860,2020-01-01T00:00:06,29.88251,-85.25214,0.0,-166.8,511.0,MISS MICHELLE,,WDB7343,31,0,17,6,,90,B;
367475510,2020-01-01T00:00:10,35.13479,-90.14304,0.0,-90.9,511.0,JODY DAVENPORT,,WDF6559,31,0,18,7,,,B;
367638090,2020-01-01T00:00:11,29.97405,-90.39960,0.0,-118.3,511.0,BRUCE L HAHN,,WDH6451,31,12,48,13,,,A;
367728850,2020-01-01T00:00:06,41.09889,-73.08955,8.2,-167.3,244.0,GRACIE M REINAUER,IMO9804605,WDI7449,31,0,35,,,,B;
367627770,2020-01-01T00:00:07,31.11364,-91.70688,6.8,104.0,132.0,KIMBERLY HIDALGO,,WDH5418,31,12,26,,,,B;
311478000,2020-01-01T00:00:10,25.83890,-77.79692,3.4,97.4,83.0,NAVIGATOR OFTHE SEAS,IMO9227508,C6FU4,60,0,311,39,8.6,,B;
258914000,2020-01-01T00:00:10,24.63754,-83.21299,14.6,2.7,4.0,YARA AESA,IMO9725495,LAXV7,80,0,179,,,,B;
367547280,2020-01-01T00:00:11,29.97166,-93.19333,5.8,-92.4,312.0,MEGAN E DUPRE,,WDG5498,31,5,23,8,,31,B;
369997000,2020-01-01T00:00:11,30.33610,-91.14155,0.0,9.1,329.0,BENYAURD,,AEEB,31,15,51,0,,32,B;
368010420,2020-01-01T00:00:01,40.77708,-73.99936,7.7,-188.4,225.0,KRISTIN POLING,IMO9378759,WDJ7820,31,0,35,10,4.4,,B;
366998830,2020-01-01T00:00:06,35.98326,-121.67769,9.1,141.3,511.0,ROYAL MELBOURNE,,WDC2865,31,0,23,7,,0,B;
367737720,2020-01-01T00:00:06,28.96809,-95.28570,0.1,-121.1,511.0,ANGELA CHERAMIE,IMO8983222,WDI8351,90,0,50,10,,70,B;
367504570,2020-01-01T00:00:01,57.77812,-152.41404,0.0,186.1,47.0,HICKORY WIND,IMO7828877,WDF9382,30,7,22,6,,,B;
367091630,2020-01-01T00:00:04,41.29465,-72.90422,0.0,-153.8,511.0,RESOLUTE,IMO7367419,WTW2234,31,0,30,8,3.7,52,B;
477067900,2020-01-01T00:00:05,35.25201,-128.14499,19.4,107.1,106.0,OOCL UTAH,IMO9486087,VRNR5,70,0,334,42,14.7,,B;
367702390,2020-01-01T00:00:07,30.52259,-91.21356,4.6,-133.6,270.0,SAFETY EXPLORER,,WDI4824,31,0,21,8,,31,B;
367652980,2020-01-01T00:00:08,30.35727,-88.50721,0.0,-75.9,269.0,MICHELLE GOLDING,,WDH7930,31,12,25,,,,B;
366963470,2020-01-01T00:00:05,38.82425,-90.11133,7.9,188.6,511.0,RALPH E PLAGGE,,WDB8741,31,15,39,13,,,B;
367003990,2020-01-01T00:00:10,30.03314,-94.03221,3.0,-65.2,511.0,FREEDOM,,WDC3214,31,0,23,8,,31,B;
354215000,2020-01-01T00:00:07,27.22647,-76.30585,17.5,170.8,167.0,CARNIVAL PRIDE,IMO9223954,H3VU,60,0,292,38,7.8,,B;
367524680,2020-01-01T00:00:08,38.23546,-85.84127,0.0,-166.9,511.0,MADISEN ANN,,WDG3305,31,15,21,,,,B;
338166886,2020-01-01T00:00:01,37.78119,-122.38504,0.0,184.3,511.0,GRAND SLAM,,,37,,14,,,,B;
367141370,2020-01-01T00:00:00,37.04853,-89.17139,5.2,26.1,511.0,MISS JACKIE BROWN,,WDD4184,31,12,43,10,,31,B;
367723310,2020-01-01T00:00:03,41.63742,-70.90747,0.0,-171.7,273.0,BLUE DELTA,IMO8605973,WDI6894,30,15,29,7,,,B;
367668090,2020-01-01T00:00:01,40.51839,-74.24795,0.0,-131.0,511.0,NAVIGATOR,IMO8999776,WDH9440,31,15,19,7,,,B;
367101390,2020-01-01T00:00:04,35.19802,-75.78417,11.0,165.8,511.0,HATTERAS,,WDC9373,60,0,51,13,,,B;
367521510,2020-01-01T00:00:06,29.95680,-90.14268,0.0,-156.7,511.0,BARBARA ANN,,WDG3008,31,15,21,,,,B;
316004658,2020-01-01T00:00:08,48.78743,-123.34542,7.7,186.1,511.0,OCEAN MONARCH,,VG6686,31,0,14,5,2.5,,B;
367694480,2020-01-01T00:00:11,30.69376,-88.03448,0.0,-149.9,354.0,JACKSON III,,WDI4035,31,15,28,10,,,B;
367532820,2020-01-01T00:00:11,37.92948,-87.36703,1.7,-117.9,511.0,ELEANOR G MCDONALD,,WDG4086,31,0,38,13,,,A;
367089610,2020-01-01T00:00:05,55.35354,-131.69259,0.0,37.5,216.0,STIKINE,IMO9388431,WDC8583,60,0,60,16,3.4,60,B;
338926422,2020-01-01T00:00:12,55.33071,-131.62372,0.0,178.4,122.0,CG BAILEY BARCO,,NBAB,90,0,,,,,B;
566059000,2020-01-01T00:00:00,25.42605,-90.15063,20.3,137.0,135.0,STAR QUALITY,IMO9438494,9V9355,70,0,162,26,9.7,,B;
316001252,2020-01-01T00:00:09,48.68899,-123.40944,0.0,6.3,246.0,QUEEN OF CUMBERLAND,IMO9009360,VG2029,60,0,96,21,3.8,,B;
367389640,2020-01-01T00:00:00,37.81316,-122.45189,12.3,-135.2,511.0,OSKI,,WYD3004,60,0,21,7,,,B;
367645150,2020-01-01T00:00:12,40.66678,-74.07508,0.0,-129.2,511.0,STEPHEN B,IMO8334081,WDH7135,31,0,22,7,,,B;
367702340,2020-01-01T00:00:02,36.96041,-89.09527,0.0,-175.0,11.0,ROBERT L POSEY,,WDI4819,31,11,53,16,,,B;
367468610,2020-01-01T00:00:14,29.54455,-90.69999,0.0,-173.9,511.0,MR WAYNE,,WDF5912,31,0,18,7,,31,B;
316001269,2020-01-01T00:00:04,48.90345,-123.26284,17.9,41.9,43.0,SPIRIT OF V I,IMO9030682,CFL2070,60,0,167,32,5.0,,B;
367688770,2020-01-01T00:00:14,29.77085,-95.10139,0.0,-185.2,178.0,CAPT ROBERT J BANTA,,WDI3481,31,0,23,,,,B;
249345000,2020-01-01T00:00:05,27.82147,-97.43213,2.5,119.7,125.0,HAFNIA HENRIETTE,IMO9726607,9HA4204,80,0,183,,,,B;
338760000,2020-01-01T00:00:13,30.38734,-81.53963,5.5,87.2,89.0,ISLA BELLA,IMO9680841,WTOI,70,0,233,32,10.4,,B;
366917160,2020-01-01T00:00:16,29.46801,-94.64455,5.7,65.4,65.0,CHERYL STEGBAUER,,WYN6276,31,0,34,10,,,B;
367744870,2020-01-01T00:00:18,27.75571,-82.73382,0.0,-49.6,511.0,THE 2ND SALT LIFE,,WDI9062,37,,,,,,B;
367448060,2020-01-01T00:00:14,29.96693,-90.26399,2.6,-150.8,511.0,SETH D,IMO8635588,WDF4107,31,12,18,8,,,B;
367661820,2020-01-01T00:00:09,40.64836,-80.38413,0.4,-70.8,68.0,MISTER MAC,,WDH8821,31,0,22,,,,B;
367503920,2020-01-01T00:01:00,29.35136,-94.81499,5.3,50.2,511.0,BROOKE BANTA,,WDF9317,31,0,21,8,,31,B;
369994000,2020-01-01T00:00:09,30.76361,-91.38433,0.0,11.9,280.0,MISSISSIPPI,,AEUI,60,0,71,17,,,B;
309955000,2020-01-01T00:00:00,35.87279,-122.45307,9.9,152.3,152.0,ISTRA ACE,IMO9318503,C6WE7,70,0,175,31,8.8,70,B;
316012251,2020-01-01T00:00:14,32.72389,-117.18583,0.0,-158.6,511.0,MAGPIE,,CFN4852,37,,13,4,2.0,,B;
367395250,2020-01-01T00:00:00,37.01674,-76.34688,0.0,-152.8,168.0,BEACH GIRL,,WDE7602,37,0,35,7,,,B;
367531780,2020-01-01T00:00:16,29.98017,-90.02220,3.9,190.9,189.0,POSEIDON,IMO8842234,WDG3989,70,0,21,7,,,B;
367423730,2020-01-01T00:00:00,30.03932,-93.33450,0.0,-165.0,511.0,CATHERINE C MORAN,IMO9415791,WDE9999,31,0,29,11,4.0,52,B;
338114252,2020-01-01T00:00:22,35.84477,-75.62446,0.0,-93.6,511.0,SARAH BRENT,,,30,,13,,,,B;
366727190,2020-01-01T00:00:04,40.64186,-74.12769,1.1,43.2,57.0,JILL REINAUER,IMO7042813,WCW9655,31,0,30,8,3.8,52,A;
367113590,2020-01-01T00:00:13,29.80926,-92.26815,6.5,112.0,511.0,ARCHIE C SETTOON,,WDD4754,31,15,15,6,,52,B;
636010915,2020-01-01T00:00:06,39.54971,-75.54119,9.2,-60.3,345.0,STOLT SPAN,IMO9149524,ELVQ7,80,0,162,23,10.1,80,B;
367541760,2020-01-01T00:00:41,26.74891,-80.05030,0.0,-73.5,182.0,WINNING DRIVE,IMO9620188,WDG4948,37,5,39,7,1.6,,A;
367643270,2020-01-01T00:00:05,30.66481,-88.02635,3.1,103.9,107.0,AMERICAN DREAM,,WDH6954,31,12,21,,,,B;
367715380,2020-01-01T00:00:02,36.54158,-89.56682,5.1,0.0,10.0,LOREE ECKSTEIN,,WDI6112,31,0,,,,,B;
367535750,2020-01-01T00:00:08,25.69330,-80.17835,0.1,-170.8,511.0,CELEBRATE,,WDG4360,37,,17,,,,B;
367305420,2020-01-01T00:00:09,31.14347,-81.49678,0.0,-99.0,511.0,DOROTHY MORAN,IMO7716995,WXU4654,31,0,30,9,3.9,,B;
367892000,2020-01-01T00:00:00,53.86987,-166.55183,0.0,-146.2,511.0,SOUTHERN WIND,IMO8019801,WDD3741,30,0,43,9,3.5,,B;
366954180,2020-01-01T00:00:08,30.01581,-90.72966,0.0,-178.5,511.0,FUEL LEADER,,WBS3208,31,12,17,6,,,B;
367029000,2020-01-01T00:00:12,29.99276,-90.83371,0.0,-85.8,511.0,J A BISSO II,IMO8623236,WCW4125,31,0,38,8,4.2,52,B;
366984990,2020-01-01T00:00:01,38.58418,-90.21386,0.0,-153.8,511.0,STARFIRE,,WDB9915,31,12,44,10,,,B;
338117356,2020-01-01T00:00:05,48.50006,-122.60560,0.0,-97.0,511.0,SEAGATE,,,37,,,,,,B;
367699920,2020-01-01T00:00:06,27.84403,-97.52349,0.0,-138.2,271.0,HARVEY SBISA,,WDI4563,31,0,26,,,,B;
366996360,2020-01-01T00:00:11,30.08468,-93.28938,0.0,186.5,197.0,DIXIE VANDAL,,WDC2682,31,0,21,7,,57,B;
368061110,2020-01-01T00:00:18,30.20990,-91.31952,0.0,-161.8,192.0,ALYSHEBA,,WDK5042,31,12,39,26,2.7,31,B;
316003667,2020-01-01T00:00:00,49.31116,-123.10689,0.0,160.4,511.0,SEASPAN FALCON,IMO9072393,VG6987,31,0,25,9,2.5,,B;
367429570,2020-01-01T00:00:02,36.79459,-89.13310,2.7,-86.4,511.0,TED W EWING,,WDF2589,31,15,17,7,,31,B;
367552120,2020-01-01T00:00:00,38.62299,-90.18362,0.0,-153.5,511.0,TOM SAWYER,,WDG5963,60,15,25,,,,B;
367543810,2020-01-01T00:00:04,39.92241,-91.41512,0.0,167.5,511.0,SIR-BRI,,WDG5149,31,15,18,,,,B;
566086000,2020-01-01T00:00:05,34.05766,-76.59290,11.9,46.9,45.0,SALOME,IMO9515412,9V9112,70,0,264,33,12.3,,B;
367705340,2020-01-01T00:00:04,39.69307,-80.86277,0.1,173.3,511.0,CHARLOTTE KLEE,,WDI5117,31,0,17,7,,31,B;
367762750,2020-01-01T00:00:08,29.91229,-90.08926,2.6,-167.1,241.0,GLADYS B,IMO9819349,WDJ2896,31,0,,,,,B;
366913820,2020-01-01T00:00:06,37.81453,-76.16064,10.7,-51.5,511.0,A J MCALLISTER,IMO9307293,WDB5819,31,15,25,10,3.7,52,B;
367531750,2020-01-01T00:00:07,40.62930,-74.07182,0.0,34.8,511.0,FDNY M9A,,WDG3986,,0,,,,,B;
367737960,2020-01-01T00:00:10,29.96681,-90.26117,0.1,192.3,511.0,LOUISIANA MARINER,,WDI8374,31,15,,,,,B;
366993230,2020-01-01T00:00:07,29.99505,-90.41188,0.1,189.9,511.0,LADY G II,,WYT8455,31,15,18,8,,57,B;
311177000,2020-01-01T00:00:12,27.83266,-96.92888,0.1,-119.8,65.0,DONEGAL SPIRIT,IMO9312846,C6VE7,80,1,243,42,14.9,80,A;
367500410,2020-01-01T00:00:08,29.78103,-95.10027,0.0,-92.4,511.0,RICHARD J DEVALL,,WDF8965,31,15,17,6,,,B;
366972270,2020-01-01T00:00:11,29.56874,-94.41899,5.5,-175.6,511.0,CAPT AL DEVALL,,WCW9164,31,5,16,6,,31,B;
367638150,2020-01-01T00:00:11,35.42308,-90.01963,5.2,67.4,511.0,THERESA L WOOD,,WDH6456,31,15,39,12,,31,B;
367518250,2020-01-01T00:00:12,29.98682,-90.01987,8.0,15.6,511.0,GEORGE C,,WDG2691,31,0,20,,,,B;
367328780,2020-01-01T00:00:00,38.02161,-122.38016,9.6,-172.8,238.0,VIGILANT,IMO9409948,WDE2719,31,0,30,12,,52,B;
338030833,2020-01-01T00:00:06,27.32927,-82.54743,0.1,-131.0,511.0,SOARING EAGLE,,,37,,12,,,,B;
367473820,2020-01-01T00:00:07,30.70536,-88.03956,0.0,176.7,511.0,J K MCLEAN,IMO9612117,WDF6396,31,0,30,11,,52,B;
367393020,2020-01-01T00:00:11,29.96189,-90.39798,0.0,-127.0,0.0,EMMA M SAVAGE,,WDE7411,31,0,27,10,,,B;
369098000,2020-01-01T00:00:12,29.76316,-93.91012,6.8,107.7,110.0,HANNAH,IMO7932343,WDI7828,31,11,23,8,,,B;
366942080,2020-01-01T00:00:12,28.41605,-80.62307,0.0,-49.6,511.0,ELIZABETH S,IMO8991059,WDB7403,31,0,23,9,3.1,,B;
367120550,2020-01-01T00:00:02,39.89397,-75.19707,0.0,-129.5,511.0,HIGH ROLLER,IMO7045970,WDD2839,31,0,28,8,4.2,,B;
367707680,2020-01-01T00:00:01,40.70416,-74.00151,0.5,79.0,511.0,NYPD 317,,WDI5352,,3,,,,,B;
367504950,2020-01-01T00:00:04,37.00946,-88.25305,0.0,-124.0,108.0,THOMAS M GATTLE,,WDF9418,31,0,30,9,,,B;
367437840,2020-01-01T00:00:11,29.47010,-94.96167,0.0,-197.6,511.0,NEDA J,,WDF3258,31,0,21,7,,31,B;
367030568,2020-01-01T00:00:06,47.65886,-122.37929,0.0,48.6,511.0,LADY KATE,,WCW8353,30,0,0,0,0.0,30,B;
367369060,2020-01-01T00:00:11,30.70008,-88.03569,0.0,-54.4,65.0,RANDY BAYGENTS,,WDE5602,31,15,31,10,,,B;
367561430,2020-01-01T00:00:06,37.04256,-88.53591,0.0,118.8,511.0,WASHINGTON,,WDG6858,31,0,48,12,,,B;
367523580,2020-01-01T00:00:00,32.83750,-79.89017,0.0,114.7,511.0,MARK MORAN,IMO9668790,WDG3204,31,0,24,10,3.4,,B;
367574720,2020-01-01T00:00:07,27.84345,-97.07637,0.0,-49.6,511.0,K J LEBOEUF,,WDG8170,31,15,18,6,,,B;
477007600,2020-01-01T00:00:02,35.41652,-134.08133,14.2,101.0,101.0,DHT EDELWEISS,IMO9315082,VRDJ9,80,0,331,58,22.2,,B;
366997710,2020-01-01T00:00:11,29.75621,-95.09609,0.1,-167.1,511.0,EMILY P SETTOON,,WDD4736,31,0,16,7,,90,B;
367327040,2020-01-01T00:00:05,41.08756,-72.35820,0.0,-94.9,511.0,MANHANSETT,,WDE2592,60,15,38,13,,,B;
366881590,2020-01-01T00:00:06,35.14452,-76.76560,0.0,158.9,511.0,CAPT DJ,IMO7944592,WDB2938,30,,21,6,,,B;
367313760,2020-01-01T00:00:12,32.83245,-79.94203,0.0,-85.5,511.0,ST JOHNS RIVER,,WDD9610,60,15,18,5,,,B;
367439480,2020-01-01T00:00:01,59.60426,-151.42234,0.0,0.0,511.0,PEREGRINE,,WCZ7941,90,0,23,7,,,B;
367343490,2020-01-01T00:00:02,37.04587,-89.17561,7.7,191.4,189.0,TERRY E BENNETT,,WDE3737,31,0,18,8,,,B;
367677850,2020-01-01T00:00:03,32.72406,-117.22603,0.0,-49.6,511.0,CONDOR,,WDI2408,60,0,24,7,,,B;
367494530,2020-01-01T00:00:24,49.18179,-123.14136,0.0,-98.1,511.0,PIPE DREAM,,WDF8407,37,,17,4,,,B;
367719730,2020-01-01T00:00:07,29.95278,-90.05588,0.0,101.1,354.0,COL FRANK X ARMIGER,,WDI6539,60,0,26,9,,60,B;
366967630,2020-01-01T00:00:37,37.05959,-88.55460,0.0,113.0,139.0,BILL BERRY,,WDB8998,31,12,41,14,,,B;
220245000,2020-01-01T00:00:08,25.77447,-80.05076,7.1,63.3,74.0,ADRIAN MAERSK,IMO9260457,OXLD2,70,0,352,42,15.0,,B;
316030322,2020-01-01T00:00:46,49.29243,-123.12604,0.0,200.6,511.0,ASCENTE,,CFN7234,37,,,,,,B;
368005850,2020-01-01T00:00:10,26.10253,-80.12277,0.0,-93.6,180.0,PILOT NO 7,IMO9823699,WDJ7349,,0,,,,,B;
