MMSI,BaseDateTime,LAT,LON,SOG,COG,Heading,VesselName,IMO,CallSign,VesselType,Status,Length,Width,Draft,Cargo,TranscieverClass;
368660000,2020-01-01T00:01:09,37.00423,-76.27693,13.7,77.6,76.0,MAERSK IDAHO,IMO9193264,WKPM,70,0,292,32,13.5,70,B;
367729150,2020-01-01T00:01:09,29.70800,-95.04710,0.0,-178.0,285.0,CAROLINE FRANCES,,WDI7479,31,0,,,,,B;
367446340,2020-01-01T00:01:09,47.64608,-122.31176,0.0,187.2,511.0,OASIS,,WDF3973,37,,,,,,B;
367095450,2020-01-01T00:01:10,35.11725,-90.10818,0.0,119.2,511.0,DANNY ETHERIDGE,,WDC8945,31,0,47,11,,32,B;
367164090,2020-01-01T00:01:13,41.49752,-81.70380,0.0,-129.8,511.0,NAUTICA QUEEN,,WDD5812,60,0,31,9,,,A;
338250000,2020-01-01T00:01:12,47.62840,-122.38380,0.0,9.4,358.0,ALASKA WARRIOR,IMO7716816,WAY2496,30,0,59,12,4.0,,B;
367515090,2020-01-01T00:01:14,39.21164,-76.58140,0.0,-124.2,511.0,GEORGETOWN,,WDG2383,31,0,23,7,,,B;
367054850,2020-01-01T00:01:15,29.93013,-90.19088,10.1,62.4,511.0,AUBREY DUFRENE JR,,WDC6335,31,8,20,7,,,B;
368004090,2020-01-01T00:01:18,48.53696,-123.01555,0.0,-49.6,311.0,NORDLAND II,,WDJ7177,,0,,,,,B;
367680220,2020-01-01T00:01:16,40.51301,-80.12483,0.0,-49.6,511.0,MACKENZIE J LYNN,,WDI2641,31,0,20,6,,,B;
367075020,2020-01-01T00:01:19,29.72212,-95.23487,0.0,-76.5,511.0,MISS DARIAN,,WDC7675,31,12,19,7,,,B;
316009842,2020-01-01T00:01:22,49.20333,-123.06407,0.0,-111.1,511.0,SMIT TYEE,,VG9196,52,0,12,5,0.7,52,B;
235080015,2020-01-01T00:00:53,28.16083,-90.21983,0.0,107.5,60.0,SEVEN PACIFIC,IMO9518311,2DLM3,90,3,133,24,6.8,,B;
367520580,2020-01-01T00:01:00,39.54975,-75.70268,0.0,23.2,511.0,LEKKER,,WDG2915,37,,14,,,,B;
367578710,2020-01-01T00:01:05,42.26219,-70.92057,9.4,-70.7,358.0,FLYING CLOUD,,WDG8551,60,0,23,8,,,A;
367588940,2020-01-01T00:01:08,29.66370,-91.02012,0.0,-178.2,511.0,MISS ELIZABETH,IMO7906851,WDG9553,31,0,25,8,2.9,,B;
367787640,2020-01-01T00:01:15,29.91860,-90.14129,0.1,191.3,511.0,SPIRIT,,WDJ5436,31,0,22,8,,31,B;
367691190,2020-01-01T00:01:16,33.25100,-87.48733,4.2,78.5,82.0,CAPT GEORGE BRUMLEY,,WDI3717,31,0,24,,,,B;
368083440,2020-01-01T00:01:17,39.11715,-81.74253,1.7,-55.6,355.0,TAYLOR MARIE,,WDK7336,32,0,33,12,2.9,32,B;
367003870,2020-01-01T00:01:16,30.42711,-91.19549,0.0,-173.6,511.0,RYAN,IMO8976592,WDF2431,31,0,26,9,,,B;
367528690,2020-01-01T00:01:13,53.90574,-166.51136,0.0,-175.9,15.0,ALASKAN LADY,IMO7742358,WDG3692,30,0,51,9,3.0,2,B;
367533930,2020-01-01T00:01:18,30.05955,-93.44740,6.3,86.5,93.0,MISSION,,WDG4189,31,12,25,9,,,B;
366236350,2020-01-01T00:01:17,54.86392,-163.40848,0.0,3.4,304.0,COURTNEY NORAL,,WBB8519,30,15,17,6,,,B;
308371000,2020-01-01T00:01:18,32.10572,-119.50680,1.0,117.0,51.0,LARVIK,IMO9307346,C6VC2,80,0,213,32,12.3,89,B;
367720280,2020-01-01T00:01:19,40.10247,-74.04374,0.0,-119.4,511.0,BRADEN & JESSE,IMO7629116,WDI6593,30,,22,6,,,B;
367142710,2020-01-01T00:01:19,37.04218,-89.18223,0.0,-153.9,511.0,LEO G LUTGRING,,WDD4290,31,12,43,10,,31,B;
367479580,2020-01-01T00:01:22,29.46618,-94.96282,0.0,-95.1,511.0,BILL BAKER,,WDG4361,31,15,22,7,,52,B;
366986690,2020-01-01T00:01:22,29.79723,-95.06758,0.0,-185.9,511.0,TYLER T,,WCW9508,31,0,14,5,,,B;
256764000,2020-01-01T00:01:23,26.88369,-79.43701,10.4,181.0,181.0,ADFINES SUN,IMO9580998,9HA2925,80,0,161,23,9.0,,B;
477214900,2020-01-01T00:01:17,48.13150,-123.43611,0.1,157.5,66.0,PTI HERCULES,IMO9358307,VRBY7,80,0,183,32,13.2,80,B;
367647210,2020-01-01T00:01:18,30.42585,-91.19551,0.0,197.6,9.0,ROBERT J SHEA,,WDH7341,31,0,25,,,,B;
367516330,2020-01-01T00:01:18,29.95758,-90.29378,0.6,61.9,511.0,LOUISIANA BAYOU,,WDG2507,31,0,19,,,,B;
316022036,2020-01-01T00:01:23,49.22237,-122.83969,0.0,0.0,511.0,QUADRANT WARRIOR,,,31,0,11,4,0.9,,B;
367160030,2020-01-01T00:01:24,29.31465,-94.77886,0.0,-177.7,511.0,KING ARTHUR,,WDD5554,60,0,30,7,,60,B;
367710960,2020-01-01T00:01:25,29.79031,-95.07817,0.0,-115.0,6.0,CAPT TROY GREEN,,WDI5675,31,0,,,,,B;
367430630,2020-01-01T00:01:32,30.20136,-91.32138,0.0,-184.3,193.0,JOHN G,IMO8987357,WDF2677,31,0,20,7,,31,B;
367186840,2020-01-01T00:01:40,29.76158,-91.70074,5.4,107.6,511.0,KENNETH S SETTOON,,WDD7467,31,5,15,6,,,B;
368002490,2020-01-01T00:02:06,47.65485,-122.20673,0.0,190.9,511.0,SEE YOU LATER NAVIGA,,WDJ7023,37,,12,,,,B;
367400420,2020-01-01T00:02:11,41.17455,-73.18456,2.5,122.8,142.0,PT BARNUM,IMO8654285,WCZ3919,60,15,88,15,,60,A;
367146190,2020-01-01T00:02:19,36.84487,-76.29325,0.0,-181.6,511.0,SPIRIT OF NORFOLK,IMO8861618,WDJ2746,60,5,51,11,,,A;
367091120,2020-01-01T00:02:23,39.89587,-75.19673,0.0,125.0,511.0,ROBERT E MCALLISTER,IMO9068574,WDC8669,31,0,33,9,4.0,52,B;
367528690,2020-01-01T00:02:22,53.90574,-166.51145,0.1,-154.1,17.0,ALASKAN LADY,IMO7742358,WDG3692,30,0,51,9,3.0,2,B;
339509000,2020-01-01T00:02:24,26.08570,-80.18437,0.0,-96.8,163.0,SEA FALCON,,6YSD9,37,5,,,,,A;
367168190,2020-01-01T00:02:25,25.77269,-80.18475,0.0,-176.1,511.0,GRAND LUXE,,WDJ5266,60,0,59,14,,0,B;
338997000,2020-01-01T00:02:26,36.83866,-76.28179,0.0,0.0,22.0,MCFARLAND,IMO7739856,AEGB,90,15,97,22,7.0,33,B;
309955000,2020-01-01T00:01:01,35.87033,-122.45151,10.0,151.4,153.0,ISTRA ACE,IMO9318503,C6WE7,70,0,175,31,8.8,70,B;
338883000,2020-01-01T00:01:03,32.78931,-79.92395,0.0,84.1,511.0,SPIRIT OF SOUTH CARO,,WDH8248,60,,26,7,,,B;
338164492,2020-01-01T00:01:06,26.71690,-80.04947,0.0,-49.6,0.0,QUINESKA,,,37,5,19,5,,,A;
636019186,2020-01-01T00:01:12,32.16097,-120.02858,11.3,-148.1,264.0,NAVIOS VEGA,IMO9403102,D5TI6,70,0,190,32,-12.5,70,B;
366834180,2020-01-01T00:00:08,42.36752,-71.06001,0.2,-117.2,511.0,MOIRA SMITH,,WDH3439,60,0,19,5,,,B;
367720130,2020-01-01T00:00:09,27.88837,-97.04946,1.8,131.5,511.0,LONE STAR,,WDI6577,60,15,,,,30,B;
368011860,2020-01-01T00:00:13,39.11150,-84.80174,0.0,85.9,511.0,JEREMY,,WDJ7970,31,15,16,,,52,B;
338072397,2020-01-01T00:00:28,48.00281,-122.22073,0.0,-151.9,511.0,ICEWEGIAN,,,37,,16,,,,B;
319040000,2020-01-01T00:00:43,25.99303,-80.11971,0.1,-147.2,3.0,GLOBAL,IMO8115734,ZCXX9,37,5,64,12,4.3,37,A;
367321740,2020-01-01T00:00:43,29.14081,-90.20560,0.0,-185.5,74.0,CANDY FACTORY,IMO9407196,WDE2194,60,0,51,9,,60,B;
366999982,2020-01-01T00:00:15,40.67202,-74.08803,0.0,0.0,511.0,CG PENOBSCOT BAY,IMO8635186,NIGY,90,5,42,11,3.7,,A;
367502670,2020-01-01T00:00:15,32.89048,-79.93633,0.0,-49.6,511.0,CAPE ROMAIN,,WDF9197,31,0,18,,,,B;
235114667,2020-01-01T00:00:18,40.49077,-73.62393,0.1,-111.9,207.0,ATLANTIC SAIL,IMO9670585,2JCC5,70,1,296,,,,A;
319567000,2020-01-01T00:00:50,18.37444,-64.53197,0.2,158.7,44.0,FAR FROM IT,IMO9505625,ZGAW,37,0,45,8,3.0,,B;
367422220,2020-01-01T00:01:00,30.42713,-89.05666,0.0,179.8,89.0,HARVEY STORM,IMO9536234,WDG5503,90,0,64,17,4.7,70,B;
367702340,2020-01-01T00:01:12,36.96041,-89.09528,0.0,29.5,13.0,ROBERT L POSEY,,WDI4819,31,11,53,16,,,B;
367327040,2020-01-01T00:01:16,41.08757,-72.35823,0.0,-90.1,511.0,MANHANSETT,,WDE2592,60,15,38,13,,,B;
371923000,2020-01-01T00:00:34,26.81801,-79.35172,8.6,-155.4,246.0,BAHAMAS EXPRESS,IMO9587489,HP5898,70,8,57,11,,,B;
367391830,2020-01-01T00:01:01,37.77630,-122.33633,28.6,-138.1,271.0,PISCES,IMO9550759,WDE7319,60,0,34,8,1.9,60,B;
636017669,2020-01-01T00:01:08,32.07260,-80.96388,12.0,100.6,106.0,AL BAHIA,IMO9349514,D5MD8,79,0,306,40,10.5,79,B;
367194000,2020-01-01T00:00:51,29.14787,-90.20249,0.0,-138.7,255.0,C-FIGHTER,IMO9423114,WDE3604,90,0,85,18,6.2,,B;
367097050,2020-01-01T00:00:55,35.14444,-76.76552,0.0,-181.4,511.0,KARAH D,IMO9242778,WDC9058,30,,25,7,,,B;
368001940,2020-01-01T00:01:02,29.75809,-93.90274,0.0,187.7,511.0,CROSBY 8,,WDJ6964,70,,,,,,B;
366998510,2020-01-01T00:01:10,37.82209,-122.31201,0.0,-190.3,283.0,LIBERTY,IMO7717626,WDC2845,31,0,29,9,3.9,31,B;
367618670,2020-01-01T00:00:58,29.93720,-90.00346,0.0,-136.3,304.0,TIM SCOTT,,WDH4528,31,5,24,,,,A;
366961430,2020-01-01T00:01:08,30.45242,-91.19316,0.0,175.1,309.0,JERRY DEAL,,WDJ2315,31,0,17,6,,31,A;
366963160,2020-01-01T00:00:04,37.89460,-87.30443,4.1,113.8,511.0,HARRY R JACOBSON,,WDB8713,31,0,43,13,,,B;
354614000,2020-01-01T00:01:08,35.24242,-137.92364,18.7,92.1,94.0,NYK ATLAS,IMO9262728,H8TS,70,0,299,40,14.0,74,B;
367702230,2020-01-01T00:00:05,35.13504,-90.14251,0.1,-169.2,77.0,KEITH DARLING,,WDI4809,31,12,51,14,,,B;
368093970,2020-01-01T00:00:06,30.05846,-93.63039,5.5,89.6,511.0,DMO READY,,WDK8418,0,0,0,0,0.0,0,B;
366845060,2020-01-01T00:00:06,29.32823,-94.68192,18.1,-92.9,511.0,ASHTON T,,WDIJ,90,0,28,7,,40,B;
316013092,2020-01-01T00:00:07,43.26673,-79.78776,0.0,203.7,18.0,VACHON,IMO7305904,CZ3678,31,0,30,11,5.6,52,B;
367529420,2020-01-01T00:00:07,47.58434,-122.37039,0.1,89.9,511.0,ISLAND VENTURE,IMO7730525,WDG3765,31,0,31,10,3.7,0,B;
338218142,2020-01-01T00:01:09,33.84941,-118.44773,7.4,-56.7,511.0,ARIE LUX,,,37,,,,,,B;
367555330,2020-01-01T00:01:10,38.58900,-90.20393,4.1,38.0,511.0,LOUISIANA STAR,,WDG6282,31,0,19,,,,B;
366733250,2020-01-01T00:01:11,40.10245,-74.04197,0.0,-49.6,511.0,ATLANTIC SURVEYOR,,WTR5417,70,0,31,7,,,B;
303104000,2020-01-01T00:01:15,38.68459,-74.89149,8.9,-83.7,322.0,SEABULK CHALLENGE,IMO7816551,KNJL,80,0,191,32,13.2,,A;
367663890,2020-01-01T00:01:18,29.99483,-93.91112,0.0,-174.6,51.0,SEBASTIAN D,,WDH9021,31,0,25,,,,B;
367650000,2020-01-01T00:01:17,47.63457,-122.32824,0.0,131.2,193.0,ALASKA ENDEAVOR,IMO7933555,WDF7174,30,0,34,9,,30,B;
367327650,2020-01-01T00:01:18,29.45407,-94.84618,4.3,155.6,511.0,BROWN WATER XII,IMO8992560,WDE2639,31,0,20,7,,,B;
367554950,2020-01-01T00:01:19,40.64735,-89.61083,0.0,-157.4,511.0,RIVER EAGLE,,WDG6246,31,12,19,,,,B;
367622520,2020-01-01T00:01:20,29.75825,-95.09794,0.1,-80.0,27.0,MAGNOLIA,,WDH4902,31,8,21,,,,B;
353101000,2020-01-01T00:01:21,30.04156,-90.68533,0.1,131.4,234.0,NAVIOS STAR,IMO9243502,HOBU,70,1,224,32,14.1,71,A;
367446290,2020-01-01T00:01:30,29.78447,-92.15262,0.0,43.3,511.0,MISS QUYNH ANH III,IMO8970031,WDF3970,30,,27,8,,,B;
316001698,2020-01-01T00:01:10,42.87966,-79.24827,0.0,188.0,511.0,ALGOMA TRANSPORT,IMO7711737,VCLX,70,0,222,23,9.2,,B;
367088940,2020-01-01T00:01:12,46.16711,-123.91809,0.0,-49.6,511.0,NIGHT HAWK,,WAS3257,30,15,23,6,,,B;
366996310,2020-01-01T00:01:15,33.00785,-79.89875,0.1,-190.2,511.0,DIXIE RENEGADE,,WDC2677,31,0,18,7,,57,B;
366435740,2020-01-01T00:01:18,46.16782,-123.91442,0.0,26.8,511.0,GEORGE ALLEN,IMO7309613,WBT7376,30,15,21,7,,,B;
367419150,2020-01-01T00:01:27,38.95833,-74.87775,0.0,-99.2,511.0,GANNET,,WDE9604,30,,14,,,,B;
370661000,2020-01-01T00:01:07,30.52948,-80.77582,15.2,51.6,53.0,CRONUS LEADER,IMO9464455,3FUK,70,0,199,32,10.0,,B;
538005696,2020-01-01T00:01:09,30.70275,-88.03633,0.0,43.5,174.0,INTERLINK EQUALITY,IMO9711743,V7GD7,70,5,179,,,,A;
367493450,2020-01-01T00:01:10,29.62619,-92.27094,4.8,-201.1,208.0,ODYSSEA VALOR,IMO9555620,WDF8302,90,0,50,10,3.0,70,B;
367517810,2020-01-01T00:01:13,35.08292,-90.14189,0.0,177.4,511.0,ANNIE WEPFER,,WDG2650,31,5,17,,,31,A;
367009020,2020-01-01T00:01:16,40.64167,-74.19300,0.0,-107.6,42.0,CONTI,IMO9285299,WDD3645,90,0,64,16,4.9,90,B;
366936950,2020-01-01T00:01:16,30.19170,-91.32372,0.0,-187.3,511.0,LINDA TAYLOR,,WDB7132,31,12,31,9,,,B;
352914000,2020-01-01T00:01:17,27.09784,-79.38543,12.4,4.5,4.0,ORION III,IMO9302748,H3YY,70,0,224,32,14.1,70,B;
338107888,2020-01-01T00:01:19,32.13574,-81.13931,0.7,38.3,303.0,HAMPTON ROADS,,,90,3,36,9,,,B;
305345000,2020-01-01T00:01:20,29.68050,-95.00298,0.0,-145.5,80.0,VILANO,IMO9311787,V2DV3,70,5,221,29,11.4,,A;
366996130,2020-01-01T00:01:18,29.40513,-94.74292,0.0,-93.2,511.0,COLORADO,,WDC2661,31,15,21,8,,57,B;
367090270,2020-01-01T00:01:18,29.26221,-89.36119,0.0,-49.6,511.0,TITUS,,WCV9471,60,0,31,7,,,B;
367037820,2020-01-01T00:01:17,29.65518,-91.12423,0.0,-154.3,511.0,MINNIE FALGOUT,IMO7716878,WDC5224,90,5,65,12,3.6,,A;
367532820,2020-01-01T00:01:21,37.92967,-87.36778,2.1,-124.7,511.0,ELEANOR G MCDONALD,,WDG4086,31,0,38,13,,,B;
367756630,2020-01-01T00:01:25,29.91461,-90.07716,0.0,-197.6,251.0,MISS ELLIE,,WDJ2256,31,12,,,,,B;
316001269,2020-01-01T00:01:09,48.90756,-123.25736,17.8,40.9,43.0,SPIRIT OF V I,IMO9030682,CFL2070,60,0,167,32,5.0,,B;
367677850,2020-01-01T00:01:13,32.72406,-117.22603,0.0,-49.6,511.0,CONDOR,,WDI2408,60,0,24,7,,,B;
367439480,2020-01-01T00:01:10,59.60427,-151.42235,0.0,0.0,511.0,PEREGRINE,,WCZ7941,90,0,23,7,,,B;
368005850,2020-01-01T00:01:11,26.10253,-80.12277,0.0,-96.7,179.0,PILOT NO 7,IMO9823699,WDJ7349,,0,,,,,B;
338760000,2020-01-01T00:01:14,30.38747,-81.53763,6.5,81.9,80.0,ISLA BELLA,IMO9680841,WTOI,70,0,233,32,10.4,,B;
367343490,2020-01-01T00:01:22,37.04554,-89.17660,6.3,8.1,12.0,TERRY E BENNETT,,WDE3737,31,0,18,8,,,B;
367788410,2020-01-01T00:00:15,47.64632,-122.31042,0.0,170.5,511.0,BLUEBILL,,WDJ5515,37,,,,,,B;
636019077,2020-01-01T00:00:18,41.19408,-72.86778,0.0,39.0,265.0,ATLANTICA BAY,IMO9379131,D5SV3,80,1,183,32,11.1,80,A;
367468890,2020-01-01T00:00:46,33.61433,-117.91360,0.0,0.0,511.0,MONKEY BIZ,,WDF5938,37,,19,5,,,B;
367760890,2020-01-01T00:01:33,26.08248,-80.11495,0.0,-114.5,92.0,TRIDENT,IMO9812042,WDJ2703,31,0,30,13,4.7,,B;
338175056,2020-01-01T00:01:56,43.12062,-124.41075,0.0,-49.6,511.0,TUNA HELPER,,,30,,8,,,,B;
319567000,2020-01-01T00:02:00,18.37443,-64.53196,0.1,173.6,45.0,FAR FROM IT,IMO9505625,ZGAW,37,0,45,8,3.0,,B;
309955000,2020-01-01T00:02:11,35.86743,-122.44964,10.0,152.6,153.0,ISTRA ACE,IMO9318503,C6WE7,70,0,175,31,8.8,70,B;
366963470,2020-01-01T00:02:14,38.81962,-90.11198,7.7,183.8,511.0,RALPH E PLAGGE,,WDB8741,31,15,39,13,,,B;
338092719,2020-01-01T00:02:17,45.50952,-122.67245,0.0,-49.6,511.0,FEELIN NAUTI,,,37,,17,5,,,B;
354215000,2020-01-01T00:01:13,27.22115,-76.30488,17.5,170.5,167.0,CARNIVAL PRIDE,IMO9223954,H3VU,60,0,292,38,7.8,,B;
367490530,2020-01-01T00:01:22,29.78497,-95.06909,0.1,8.5,108.0,JERRY DOG MCLAIN,,WDF8019,31,12,23,10,,,B;
367151880,2020-01-01T00:01:24,29.62451,-89.91854,0.0,-163.1,511.0,JENA MARIE C,,WDJ3725,31,0,17,6,,31,B;
367379320,2020-01-01T00:01:09,42.35555,-71.04832,2.1,102.4,8.0,AURORA,IMO8994128,WDE6368,60,0,37,9,1.9,,A;
366943510,2020-01-01T00:01:11,41.72166,-71.15625,0.0,-131.6,133.0,ROBERT B,IMO8521359,WAI6569,31,0,30,9,3.5,,B;
367744140,2020-01-01T00:01:15,29.96193,-90.23936,0.0,163.9,511.0,ROBIN R,,WDI8986,31,0,16,6,,52,B;
368053750,2020-01-01T00:01:17,29.77827,-95.10085,0.0,190.0,511.0,SAM L.HAYS,,WDK4295,52,0,15,8,2.9,52,B;
367004560,2020-01-01T00:01:22,29.63635,-89.92409,0.4,194.5,511.0,SIR BARTON,,WDH7807,31,15,18,7,,,B;
367568460,2020-01-01T00:01:09,41.04459,-73.12572,16.0,-70.3,511.0,GRAND REPUBLIC,IMO8986145,WDG7555,60,15,93,15,,,B;
367430330,2020-01-01T00:01:13,37.88373,-87.28529,2.6,128.5,511.0,JACKIE ENGLERT,,WDF2652,31,15,40,10,,,B;
367533950,2020-01-01T00:01:14,37.80836,-122.40758,0.0,-49.6,511.0,EMPRESS,IMO8968284,WDG4191,60,0,24,6,,,B;
367369550,2020-01-01T00:01:17,31.14312,-81.49664,0.0,-113.0,165.0,ANN MORAN,IMO7716983,WUW9636,31,0,32,9,3.9,52,B;
367633230,2020-01-01T00:01:15,30.04844,-90.53271,0.0,-122.6,342.0,ASHLEY,,WDH5962,31,0,20,7,,,A;
367787130,2020-01-01T00:01:15,46.73860,-92.08612,0.0,-100.5,511.0,EDWARD H,IMO8990471,WDJ5384,31,0,33,8,3.6,31,B;
368926043,2020-01-01T00:01:17,40.39234,-91.37581,0.0,47.0,20.0,BETTENDORF,,AEPU,90,0,,,,31,B;
366867370,2020-01-01T00:01:20,32.83280,-79.94216,0.0,-49.6,511.0,COOPER RIVER,,WDA9638,60,0,14,4,,,B;
371752000,2020-01-01T00:01:09,37.47056,-122.72798,10.2,183.6,181.0,MSC RANIA,IMO9309447,3EEB3,70,0,331,43,14.5,71,B;
367468640,2020-01-01T00:01:10,29.77828,-95.07745,0.0,-49.6,511.0,MISS STACIE,,WDF5915,31,12,17,7,,,A;
367000140,2020-01-01T00:01:11,40.68083,-74.03473,12.8,20.5,22.0,SAMUEL I NEWHOUSE,IMO7702774,WYR3371,60,0,94,21,,60,B;
367082130,2020-01-01T00:01:14,39.23986,-76.52947,0.2,52.3,511.0,TIMOTHY MCALLISTER,IMO8997895,WDC8133,31,0,33,9,4.3,31,B;
369713000,2020-01-01T00:01:14,32.76217,-117.23659,0.0,-49.6,511.0,TRIBUTE,,WDJ5323,60,0,20,6,,,B;
367333940,2020-01-01T00:00:05,39.83195,-79.92323,0.0,-154.3,511.0,JULIA ROSE MURRAY,,WDH3377,31,15,18,6,,,B;
366967670,2020-01-01T00:01:15,36.75479,-89.11762,0.0,181.4,511.0,ROBIN B INGRAM,,WDB9002,31,5,39,12,,,A;
316023341,2020-01-01T00:01:18,45.53580,-73.53971,0.0,-122.6,36.0,WHITEFISH BAY,IMO9639880,CFN6287,70,5,225,23,14.8,,A;
367108780,2020-01-01T00:00:08,37.82829,-76.27838,0.0,-146.1,511.0,JOHN S DEMPSTER JR,IMO7437472,WYZ9563,30,0,50,9,,,B;
367366390,2020-01-01T00:01:20,29.82268,-93.33732,0.0,121.9,511.0,MISS LINDA LEE,IMO9556222,WDE5415,60,0,47,8,,,B;
366993550,2020-01-01T00:00:08,38.80576,-84.21776,0.0,152.3,511.0,JILL P HARVEY,,WDC2466,31,12,35,10,,,B;
367160000,2020-01-01T00:00:12,30.43599,-91.20025,0.0,165.5,511.0,CAPT BUD BISSO,IMO9034834,WCW4130,31,0,33,10,5.6,31,B;
367470280,2020-01-01T00:00:15,30.19609,-91.32270,0.0,-195.0,192.0,BAFFIN BAY,,WDF6067,31,0,23,10,,,B;
367428620,2020-01-01T00:01:21,29.46403,-92.24755,8.2,-118.2,511.0,DIP,,WDF2482,90,0,25,7,,70,B;
367780350,2020-01-01T00:01:10,40.64738,-89.61099,0.0,-49.6,511.0,PRAIRIE MOON,,WDJ4708,31,0,,,,,B;
367703560,2020-01-01T00:01:12,34.81190,-87.48987,4.7,102.8,109.0,RED GRIFFIN,,WDI4934,31,12,22,,,,B;
367673690,2020-01-01T00:01:15,42.95879,-82.42637,0.0,-100.7,511.0,CANDACE ELISE,IMO8016380,WDH9998,31,0,32,9,3.7,,B;
499929694,2020-01-01T00:01:15,48.81802,-122.72627,6.0,-67.3,343.0,TANERLIQ,IMO9178445,WDF2025,52,0,45,14,6.7,52,B;
367775780,2020-01-01T00:00:26,48.61033,-123.15508,0.0,-102.8,511.0,TAKE FIVE,,WDJ4239,37,,23,,,,B;
209430000,2020-01-01T00:01:18,35.59658,-129.48640,9.8,-120.6,289.0,MYKONOS WAVE,IMO9453406,5BMN3,70,0,229,36,14.3,,B;
538004445,2020-01-01T00:01:18,30.43308,-91.20057,0.0,-127.1,3.0,TYANA,IMO9418468,V7XC4,70,5,229,32,14.4,,A;
366939130,2020-01-01T00:01:18,29.60005,-90.66133,0.0,-155.5,511.0,GERARD D,,WTG3761,31,0,18,7,,,B;
366330480,2020-01-01T00:01:19,26.89420,-82.05982,0.0,-49.6,511.0,TOTHILL,,WDH2932,37,,14,4,,,B;
366984180,2020-01-01T00:01:23,30.39409,-91.21268,8.9,-195.6,222.0,AMERICAN BEAUTY,,WDB9866,31,0,48,13,,,B;
367412630,2020-01-01T00:01:20,40.14790,-80.70122,0.9,20.7,511.0,M K MCNALLY,,WDF6741,31,0,43,9,,31,B;
367394110,2020-01-01T00:01:21,29.14343,-90.20668,2.6,180.6,511.0,CAPTAIN JAY,,WDE7507,31,15,20,7,,31,B;
367007750,2020-01-01T00:01:29,29.30942,-89.32218,2.8,202.9,511.0,MASTER TYLER,,WDC3431,31,0,16,6,,52,B;
367740640,2020-01-01T00:00:14,32.85653,-79.95519,0.0,-177.8,511.0,CMT OTTER,,WDI8641,31,0,18,7,,31,B;
367063060,2020-01-01T00:00:44,38.78840,-75.16140,0.0,127.4,353.0,HUGH R SHARP,IMO9388443,WDC6908,90,5,44,9,2.7,,A;
338122759,2020-01-01T00:01:02,47.59457,-122.22943,0.0,-49.6,511.0,THE HAPPY BOAT,,,37,,22,,,,B;
235010170,2020-01-01T00:01:06,29.13044,-94.41170,14.1,3.4,4.0,AMY C,IMO9331505,MKWC7,70,0,136,21,8.3,79,B;
316001235,2020-01-01T00:01:09,48.61136,-123.51364,9.2,-92.8,312.0,KLITSA,IMO7228481,CZ3072,60,0,47,12,1.4,,B;
352057000,2020-01-01T00:01:11,35.78930,-125.62437,8.5,-75.9,332.0,ULTRA REGINA,IMO9667435,HPHA,70,0,199,32,13.0,,B;
367057660,2020-01-01T00:01:14,41.67785,-88.01087,0.0,-122.9,511.0,AL WEAVER,,WDC6539,31,0,25,9,,31,B;
368071980,2020-01-01T00:01:12,39.89616,-75.19661,0.0,-178.8,20.0,BEVERLY R.MCALLISTER,IMO9204398,WDK6177,52,0,33,13,6.0,52,B;
366943760,2020-01-01T00:01:18,29.59863,-90.97145,8.3,-77.8,511.0,SEA MULE,,WDB7537,31,15,15,6,,,B;
636016450,2020-01-01T00:01:18,26.12413,-77.96207,13.5,-133.6,276.0,NEW EXPLORER,IMO9481489,D5GF9,70,0,229,32,14.6,70,B;
366841020,2020-01-01T00:01:22,29.70879,-91.21889,0.0,-152.8,511.0,JOSSET,,WDA7227,31,0,16,6,,,B;
366972430,2020-01-01T00:01:23,29.77777,-95.10094,0.0,-175.7,511.0,CHARLES B BOONE,,WBC3748,31,0,15,6,,,B;
303458000,2020-01-01T00:01:38,29.12281,-90.20670,0.0,-143.5,93.0,BRAD DARTEZ,IMO9721114,WDH4077,90,0,95,20,6.5,,B;
367757980,2020-01-01T00:01:01,27.75966,-82.63526,0.0,-79.4,511.0,JUBILATION,,WDJ2397,37,,13,4,,,B;
367513170,2020-01-01T00:01:07,45.64332,-122.75250,0.0,-107.7,511.0,LASSEN,IMO8652964,WDG2199,31,0,20,7,,,B;
338161743,2020-01-01T00:01:06,39.24734,-76.53874,15.5,8.4,7.0,MARYLAND,,,90,15,12,,,,B;
367567220,2020-01-01T00:00:24,30.22208,-89.32058,3.4,-166.2,244.0,MAN O' WAR,,WDG7432,31,0,23,9,,,B;
338102076,2020-01-01T00:00:41,34.17469,-119.22902,0.0,7.7,511.0,ISLANDER,,,37,,10,,,,B;
319393000,2020-01-01T00:00:44,26.74913,-80.04917,0.1,-74.0,269.0,ITASCA,IMO1002055,ZGHI,37,5,53,10,4.7,,A;
366890710,2020-01-01T00:00:07,29.13934,-90.22161,0.0,75.6,511.0,MR JONAH,IMO8971841,WDB3733,31,11,41,10,,,B;
368083560,2020-01-01T00:00:10,29.78757,-95.06867,0.0,-157.1,327.0,TOM GREEN,,WDK7348,57,5,21,9,2.7,57,B;
566615000,2020-01-01T00:00:09,17.56151,-68.26340,14.1,117.2,119.0,TORONTO TRADER,IMO9675822,9V2651,70,0,147,,,,A;
367575560,2020-01-01T00:00:07,30.02203,-93.98725,0.1,-178.8,511.0,COLLYN VICK,,WDG8253,31,0,15,6,,,B;
